cik_str,Tickers,title,Sector,Sector_Check
793952,HOG,"HARLEY-DAVIDSON, INC.",Consumer Cyclical,True
1841209,HOLO,MicroCloud Hologram Inc.,Technology,True
1841209,HOLOW,MicroCloud Hologram Inc.,Technology,True
859737,HOLX,HOLOGIC INC,Healthcare,True
1331520,HOMB,HOME BANCSHARES INC,Financial Services,True
773840,HON,HONEYWELL INTERNATIONAL INC,Industrials,True
2019804,HOND,HCM II Acquisition Corp.,Financial Services,True
2019804,HONDU,HCM II Acquisition Corp.,Financial Services,True
2019804,HONDW,HCM II Acquisition Corp.,Financial Services,True
1769617,HONE,"HarborOne Bancorp, Inc.",Financial Services,True
1783879,HOOD,"Robinhood Markets, Inc.",Financial Services,True
1760542,HOOK,HOOKIPA Pharma Inc.,Healthcare,True
1128361,HOPE,HOPE BANCORP INC,Financial Services,True
1711786,HOTH,"Hoth Therapeutics, Inc.",Healthcare,True
1874875,HOUR,"Hour Loop, Inc",Consumer Cyclical,True
1398987,HOUS,Anywhere Real Estate Inc.,Real Estate,True
357294,HOV,HOVNANIAN ENTERPRISES INC,Consumer Cyclical,True
357294,HOVNP,HOVNANIAN ENTERPRISES INC,,True
1930021,HOVR,New Horizon Aircraft Ltd.,Industrials,True
1930021,HOVRW,New Horizon Aircraft Ltd.,Industrials,True
357294,HOVVB,HOVNANIAN ENTERPRISES INC,Consumer Cyclical,True
1785530,HOWL,"Werewolf Therapeutics, Inc.",Healthcare,True
46765,HP,"Helmerich & Payne, Inc.",Energy,True
2001699,HPAI,Helport AI Ltd,Technology,True
2001699,HPAIW,Helport AI Ltd,Technology,True
1645590,HPE,Hewlett Packard Enterprise Co,Technology,True
1645590,HPE-PC,Hewlett Packard Enterprise Co,,True
1189740,HPF,JOHN HANCOCK PREFERRED INCOME FUND II,Financial Services,True
1750264,HPH,Highest Performances Holdings Inc.,Financial Services,True
1176199,HPI,JOHN HANCOCK PREFERRED INCOME FUND,Financial Services,True
1792849,HPK,"HighPeak Energy, Inc.",Energy,True
1792849,HPKEW,"HighPeak Energy, Inc.",Energy,True
1990643,HPOT,Great Restaurant Development Holdings Ltd,,True
1482512,HPP,"Hudson Pacific Properties, Inc.",Real Estate,True
1482512,HPP-PC,"Hudson Pacific Properties, Inc.",Real Estate,True
47217,HPQ,HP INC,Technology,True
1215913,HPS,JOHN HANCOCK PREFERRED INCOME FUND III,Financial Services,True
1021435,HPTO,hopTo Inc.,Technology,True
805267,HQH,abrdn Healthcare Investors,Financial Services,True
1140102,HQI,"HireQuest, Inc.",Industrials,True
884121,HQL,abrdn Life Sciences Investors,Financial Services,True
1428336,HQY,"HEALTHEQUITY, INC.",Healthcare,True
1360604,HR,Healthcare Realty Trust Inc,Real Estate,True
12659,HRB,H&R BLOCK INC,Consumer Cyclical,True
899394,HRBR,"HARBOR DIVERSIFIED, INC.",Industrials,True
1563665,HRGN,"Harvard Apparatus Regenerative Technology, Inc.",Healthcare,True
1364479,HRI,HERC HOLDINGS INC,Industrials,True
48465,HRL,HORMEL FOODS CORP /DE/,Consumer Defensive,True
1802665,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,True
1712356,HRNNF,Hydro One Ltd,Utilities,True
1360214,HROW,"HARROW, INC.",Healthcare,True
1360214,HROWL,"HARROW, INC.",,True
1360214,HROWM,"HARROW, INC.",,True
1598665,HRTG,"Heritage Insurance Holdings, Inc.",Financial Services,True
818033,HRTX,"HERON THERAPEUTICS, INC. /DE/",Healthcare,True
1911545,HRYU,"Global Interactive Technologies, Inc.",,True
1487428,HRZN,Horizon Technology Finance Corp,Financial Services,True
1861737,HSAI,Hesai Group,Consumer Cyclical,True
1089113,HSBC,HSBC HOLDINGS PLC,Financial Services,True
1468492,HSCS,HeartSciences Inc.,Healthcare,True
1468492,HSCSW,HeartSciences Inc.,Healthcare,True
1610853,HSDT,"HELIUS MEDICAL TECHNOLOGIES, INC.",Healthcare,True
1610853,HSDTW,"HELIUS MEDICAL TECHNOLOGIES, INC.",,True
1959455,HSHP,Himalaya Shipping Ltd.,Industrials,True
1000228,HSIC,HENRY SCHEIN INC,Healthcare,True
1066605,HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,Industrials,True
1210708,HSON,"Hudson Global, Inc.",Industrials,True
1946021,HSPO,Horizon Space Acquisition I Corp.,Financial Services,True
1946021,HSPOR,Horizon Space Acquisition I Corp.,,True
1946021,HSPOU,Horizon Space Acquisition I Corp.,Financial Services,True
1946021,HSPOW,Horizon Space Acquisition I Corp.,Financial Services,True
2032950,HSPT,Horizon Space Acquisition II Corp.,Financial Services,True
2032950,HSPTU,Horizon Space Acquisition II Corp.,Financial Services,True
1070750,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,True
1813603,HSTA,Hestia Insight Inc.,Technology,True
797564,HSTC,"HST Global, Inc.",Healthcare,True
1095565,HSTM,HEALTHSTREAM INC,Healthcare,True
47111,HSY,HERSHEY CO,Consumer Defensive,True
1538263,HTBI,"HomeTrust Bancshares, Inc.",,True
1053352,HTBK,HERITAGE COMMERCE CORP,Financial Services,True
1928948,HTCO,Caravelle International Group,Industrials,True
1892322,HTCR,"HeartCore Enterprises, Inc.",Technology,True
1260041,HTD,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,Financial Services,True
1487428,HTFB,Horizon Technology Finance Corp,,True
1487428,HTFC,Horizon Technology Finance Corp,,True
1280784,HTGC,"Hercules Capital, Inc.",Financial Services,True
1169987,HTGMQ,"HTG MOLECULAR DIAGNOSTICS, INC",Healthcare,True
1265131,HTH,Hilltop Holdings Inc.,Financial Services,True
1483994,HTHT,H World Group Ltd,Consumer Cyclical,True
1561032,HTIA,"National Healthcare Properties, Inc.",,True
1561032,HTIBP,"National Healthcare Properties, Inc.",,True
799233,HTLD,HEARTLAND EXPRESS INC,Industrials,True
920112,HTLF,HEARTLAND FINANCIAL USA INC,,True
920112,HTLFP,HEARTLAND FINANCIAL USA INC,,True
2023153,HTLM,HomesToLife Ltd,Consumer Cyclical,True
1819794,HTOO,Fusion Fuel Green PLC,Utilities,True
1819794,HTOOW,Fusion Fuel Green PLC,Utilities,True
1657853,HTZ,"HERTZ GLOBAL HOLDINGS, INC",Industrials,True
1657853,HTZWW,"HERTZ GLOBAL HOLDINGS, INC",Industrials,True
48898,HUBB,HUBBELL INC,Industrials,True
1905660,HUBC,Hub Cyber Security Ltd.,Technology,True
1905660,HUBCW,Hub Cyber Security Ltd.,,True
1905660,HUBCZ,Hub Cyber Security Ltd.,Technology,True
940942,HUBG,"Hub Group, Inc.",Industrials,True
1404655,HUBS,HUBSPOT INC,Technology,True
1853047,HUDA,Hudson Acquisition I Corp.,Financial Services,True
1853047,HUDAR,Hudson Acquisition I Corp.,,True
1853047,HUDAU,Hudson Acquisition I Corp.,Financial Services,True
1791725,HUDI,"Huadi International Group Co., Ltd.",Basic Materials,True
1945415,HUHU,HUHUTECH International Group Inc.,Industrials,True
1778982,HUIZ,Huize Holding Ltd,Financial Services,True
49071,HUM,HUMANA INC,Healthcare,True
1818382,HUMA,"Humacyte, Inc.",Healthcare,True
1818382,HUMAW,"Humacyte, Inc.",Healthcare,True
2041890,HUML,"Humble Energy, Inc./FL",Financial Services,True
1307954,HUN,Huntsman CORP,Basic Materials,True
929058,HUNGF,HUANENG POWER INTERNATIONAL INC,Utilities,True
1498382,HURA,"TuHURA Biosciences, Inc./NV",Healthcare,True
315374,HURC,HURCO COMPANIES INC,Industrials,True
1289848,HURN,Huron Consulting Group Inc.,Industrials,True
1156041,HUSA,HOUSTON AMERICAN ENERGY CORP,Energy,True
1964789,HUT,Hut 8 Corp.,Financial Services,True
1728190,HUYA,HUYA Inc.,Communication Services,True
1472847,HVCW,HARRISON VICKERS & WATERMAN INC,Consumer Defensive,True
1846416,HVII,Hennessy Capital Investment Corp. VII,Financial Services,True
216085,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Cyclical,True
216085,HVT-A,HAVERTY FURNITURE COMPANIES INC,Consumer Cyclical,True
893847,HWBK,"HAWTHORN BANCSHARES, INC.",Financial Services,True
750577,HWC,HANCOCK WHITNEY CORP,Financial Services,True
750577,HWCPZ,HANCOCK WHITNEY CORP,,True
1897245,HWH,HWH International Inc.,Consumer Cyclical,True
1750777,HWKE,"Hawkeye Systems, Inc.",Industrials,True
46250,HWKN,HAWKINS INC,Basic Materials,True
1483994,HWLDF,H World Group Ltd,,True
4281,HWM,Howmet Aerospace Inc.,Industrials,True
4281,HWM-P,Howmet Aerospace Inc.,,True
1413891,HWNI,"HIGH WIRE NETWORKS, INC.",Technology,True
717605,HXL,HEXCEL CORP /DE/,Industrials,True
1173514,HY,"HYSTER-YALE, INC.",Industrials,True
1970509,HYAC,Haymaker Acquisition Corp. 4,Financial Services,True
1970509,HYAC-UN,Haymaker Acquisition Corp. 4,Financial Services,True
1970509,HYAC-WT,Haymaker Acquisition Corp. 4,,True
825345,HYB,NEW AMERICA HIGH INCOME FUND INC,,True
1630176,HYEX,HEALTHY EXTRACTS INC.,Healthcare,True
1695295,HYFM,"HYDROFARM HOLDINGS GROUP, INC.",Industrials,True
1497186,HYI,Western Asset High Yield Defined Opportunity Fund Inc.,Financial Services,True
1759631,HYLN,Hyliion Holdings Corp.,Consumer Cyclical,True
1718405,HYMC,HYCROFT MINING HOLDING CORP,Basic Materials,True
1718405,HYMCL,HYCROFT MINING HOLDING CORP,Basic Materials,True
1718405,HYMCW,HYCROFT MINING HOLDING CORP,Basic Materials,True
1833769,HYPR,"Hyperfine, Inc.",Healthcare,True
1481028,HYSR,"SUNHYDROGEN, INC.",Technology,True
1222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",Financial Services,True
1716583,HYZN,Hyzon Motors Inc.,,True
1716583,HYZNW,Hyzon Motors Inc.,Consumer Cyclical,True
1748945,HZEN,Grayscale Horizen Trust (ZEN),,True
1057060,HZO,MARINEMAX INC,Consumer Cyclical,True
1450894,IAALF,IBC Advanced Alloys Corp.,Industrials,True
1800227,IAC,IAC Inc.,Communication Services,True
1385632,IAE,Voya Asia Pacific High Dividend Equity Income Fund,Financial Services,True
779336,IAF,"ABRDN AUSTRALIA EQUITY FUND, INC.",Financial Services,True
1203464,IAG,IAMGOLD CORP,Basic Materials,True
917520,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Healthcare,True
1842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.,Communication Services,True
1278680,IAU,ISHARES GOLD TRUST,,True
1759124,IAUM,iShares Gold Trust Micro,,True
1853962,IAUX,i-80 Gold Corp.,Basic Materials,True
1998781,IBAC,IB Acquisition Corp.,Financial Services,True
1998781,IBACR,IB Acquisition Corp.,,True
39311,IBCP,INDEPENDENT BANK CORP /MI/,Financial Services,True
1720420,IBEX,IBEX Ltd,Technology,True
1924482,IBG,Innovation Beverage Group Ltd,Consumer Defensive,True
1420720,IBIO,"iBio, Inc.",Healthcare,True
1980994,IBIT,iShares Bitcoin Trust ETF,,True
1381197,IBKR,"Interactive Brokers Group, Inc.",Financial Services,True
51143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,Technology,True
1103838,IBN,ICICI BANK LTD,Financial Services,True
1834105,IBO,IMPACT BIOMEDICAL INC.,Healthcare,True
315709,IBOC,INTERNATIONAL BANCSHARES CORP,Financial Services,True
1580905,IBP,"Installed Building Products, Inc.",Consumer Cyclical,True
1326110,IBRX,"ImmunityBio, Inc.",Healthcare,True
1538379,IBTA,"Ibotta, Inc.",Technology,True
1564618,IBTX,"Independent Bank Group, Inc.",,True
749660,ICAD,ICAD INC,Healthcare,True
811641,ICCC,IMMUCELL CORP /DE/,Healthcare,True
1681903,ICCH,"ICC Holdings, Inc.",,True
1584371,ICCM,IceCure Medical Ltd.,Healthcare,True
1408057,ICCRW,iCoreConnect Inc.,,True
1906133,ICCT,iCoreConnect Inc.,Healthcare,True
1537028,ICDI,"Independence Contract Drilling, Inc.",Energy,True
1537028,ICDIQ,"Independence Contract Drilling, Inc.",,True
1818550,ICDX,Incordex Corp.,Consumer Cyclical,True
1571949,ICE,"Intercontinental Exchange, Inc.",Financial Services,True
1362004,ICFI,"ICF International, Inc.",Industrials,True
1895597,ICG,Intchains Group Ltd,Technology,True
1652535,ICHR,"ICHOR HOLDINGS, LTD.",Technology,True
941221,ICL,ICL Group Ltd.,Basic Materials,True
1697818,ICLK,iClick Interactive Asia Group Ltd,,True
1060955,ICLR,ICON PLC,Healthcare,True
1578348,ICMB,"Investcorp Credit Management BDC, Inc.",Financial Services,True
1408057,ICNP,iCoreConnect Inc.,Healthcare,True
1995574,ICON,Icon Energy Corp,Industrials,True
1690012,ICR-PA,"InPoint Commercial Real Estate Income, Inc.",Real Estate,True
1690012,ICRP,"InPoint Commercial Real Estate Income, Inc.",,True
1010134,ICTSF,ICTS INTERNATIONAL N V,Industrials,True
1831868,ICU,SeaStar Medical Holding Corp,Healthcare,True
1831868,ICUCW,SeaStar Medical Holding Corp,Healthcare,True
883984,ICUI,ICU MEDICAL INC/DE,Healthcare,True
1057877,IDA,IDACORP INC,Utilities,True
1718939,IDAI,T Stamp Inc,Technology,True
1405495,IDCC,"InterDigital, Inc.",Technology,True
1417802,IDE,"Voya Infrastructure, Industrials & Materials Fund",Financial Services,True
837852,IDEX,"IDEANOMICS, INC.",,True
837852,IDEXQ,"IDEANOMICS, INC.",Industrials,True
1380365,IDKOF,"IDEMITSU KOSAN CO., LTD",Energy,True
1380365,IDKOY,"IDEMITSU KOSAN CO., LTD",Energy,True
1040896,IDN,"Intellicheck, Inc.",Technology,True
1030192,IDR,"Idaho Strategic Resources, Inc.",Basic Materials,True
1005731,IDT,IDT CORP,Communication Services,True
1463833,IDWM,"IDW MEDIA HOLDINGS, INC.",Communication Services,True
1054102,IDXG,"INTERPACE BIOSCIENCES, INC.",Healthcare,True
874716,IDXX,IDEXX LABORATORIES INC /DE,Healthcare,True
1676725,IDYA,"IDEAYA Biosciences, Inc.",Healthcare,True
1879016,IE,Ivanhoe Electric Inc.,Basic Materials,True
50292,IEHC,IEH Corp,Technology,True
813762,IEP,ICAHN ENTERPRISES L.P.,Energy,True
1048268,IESC,"IES Holdings, Inc.",Industrials,True
832101,IEX,IDEX CORP /DE/,Industrials,True
1815566,IFBD,"Infobird Co., Ltd",Technology,True
1114446,IFED,UBS AG,,True
51253,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,Basic Materials,True
917100,IFN,"INDIA FUND, INC.",Financial Services,True
1708688,IFRX,InflaRx N.V.,Healthcare,True
1615903,IFS,Intercorp Financial Services Inc.,Financial Services,True
1332943,IGA,Voya Global Advantage & Premium Opportunity Fund,Financial Services,True
1326205,IGC,"IGC Pharma, Inc.",Healthcare,True
1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND,Financial Services,True
1393540,IGEN,IGEN NETWORKS CORP,Technology,True
1442853,IGEX,"Indo Global Exchange(s) Pte, Ltd.",Healthcare,True
1462586,IGI,Western Asset Investment Grade Opportunity Trust Inc.,Financial Services,True
1794338,IGIC,International General Insurance Holdings Ltd.,Financial Services,True
1496323,IGMS,"IGM Biosciences, Inc.",Healthcare,True
867028,IGOT,"FOMO WORLDWIDE, INC.",Financial Services,True
1002771,IGPK,"Integrated Cannabis Solutions, Inc.",Healthcare,True
1268884,IGR,CBRE GLOBAL REAL ESTATE INCOME FUND,Financial Services,True
1619762,IGT,International Game Technology PLC,Consumer Cyclical,True
1866838,IGTA,Inception Growth Acquisition Ltd,Financial Services,True
1866838,IGTAR,Inception Growth Acquisition Ltd,,True
1866838,IGTAU,Inception Growth Acquisition Ltd,Financial Services,True
1866838,IGTAW,Inception Growth Acquisition Ltd,,True
1098880,IGXT,IntelGenx Technologies Corp.,Healthcare,True
1814423,IH,iHuman Inc.,Consumer Defensive,True
1496292,IHD,Voya Emerging Markets High Dividend Equity Fund,Financial Services,True
1400891,IHETW,"iHeartMedia, Inc.",,True
858446,IHG,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,Consumer Cyclical,True
1567526,IHICF,IHI Corporation/ADR,Industrials,True
1567526,IHICY,IHI Corporation/ADR,Industrials,True
1400891,IHRT,"iHeartMedia, Inc.",Communication Services,True
1400891,IHRTB,"iHeartMedia, Inc.",Communication Services,True
1876183,IHS,IHS Holding Ltd,Communication Services,True
82473,IHT,INNSUITES HOSPITALITY TRUST,Real Estate,True
916618,IIF,"MORGAN STANLEY INDIA INVESTMENT FUND, INC.",Financial Services,True
1371489,III,Information Services Group Inc.,Technology,True
764401,IIIN,INSTEEL INDUSTRIES INC,Industrials,True
1728688,IIIV,"i3 Verticals, Inc.",Technology,True
885601,IIM,Invesco Value Municipal Income Trust,Financial Services,True
1837493,IINN,Inspira Technologies OXY B.H.N. Ltd,Healthcare,True
1837493,IINNW,Inspira Technologies OXY B.H.N. Ltd,Healthcare,True
1677576,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,Real Estate,True
1677576,IIPR-PA,INNOVATIVE INDUSTRIAL PROPERTIES INC,Real Estate,True
1835579,IKNA,"Ikena Oncology, Inc.",Healthcare,True
1750149,IKT,"Inhibikase Therapeutics, Inc.",Healthcare,True
1814963,ILAG,Intelligent Living Application Group Inc.,Industrials,True
1657214,ILAL,International Land Alliance Inc.,Real Estate,True
1861233,ILLMF,illumin Holdings Inc.,Communication Services,True
1769624,ILLR,Triller Group Inc.,Technology,True
1769624,ILLRW,Triller Group Inc.,Technology,True
1110803,ILMN,"ILLUMINA, INC.",Healthcare,True
1717307,ILPT,Industrial Logistics Properties Trust,Real Estate,True
1100788,ILST,INTERNATIONAL STAR INC,Industrials,True
1496383,ILUS,Ilustrato Pictures International Inc.,Financial Services,True
1778016,IMAB,I-Mab,Healthcare,True
1846235,IMAQ,International Media Acquisition Corp.,Financial Services,True
1846235,IMAQR,International Media Acquisition Corp.,,True
1846235,IMAQU,International Media Acquisition Corp.,Financial Services,True
1846235,IMAQW,International Media Acquisition Corp.,,True
921582,IMAX,IMAX CORP,Communication Services,True
1792030,IMCC,IM Cannabis Corp.,Healthcare,True
1671927,IMCR,Immunocore Holdings plc,Healthcare,True
1527613,IMG,CIMG Inc.,Consumer Defensive,True
1416090,IMII,INCEPTION MINING INC.,,True
50493,IMKTA,INGLES MARKETS INC,Consumer Defensive,True
1506184,IMMP,IMMUTEP Ltd,Healthcare,True
1058811,IMMR,IMMERSION CORP,Technology,True
1873835,IMMX,"Immix Biopharma, Inc.",Healthcare,True
1472012,IMNM,Immunome Inc.,Healthcare,True
749647,IMNN,"Imunon, Inc.",Healthcare,True
49938,IMO,IMPERIAL OIL LTD,Energy,True
1123134,IMOS,CHIPMOS TECHNOLOGIES INC,Technology,True
1000298,IMPM,IMPAC MORTGAGE HOLDINGS INC,Financial Services,True
1876581,IMPP,Imperial Petroleum Inc./Marshall Islands,Energy,True
1876581,IMPPP,Imperial Petroleum Inc./Marshall Islands,Energy,True
1660046,IMRN,Immuron Ltd,Healthcare,True
1790340,IMRX,Immuneering Corp,Healthcare,True
1668438,IMTE,Integrated Media Technology Ltd,Technology,True
1331612,IMTH,"INNOVATIVE MEDTECH, INC.",Healthcare,True
1809196,IMTX,Immatics N.V.,Healthcare,True
1809196,IMTXW,Immatics N.V.,Healthcare,True
822411,IMUC,"EOM Pharmaceutical Holdings, Inc.",Healthcare,True
1280776,IMUX,"IMMUNIC, INC.",Healthcare,True
1734768,IMVIF,IMV Inc.,Healthcare,True
1764013,IMVT,"Immunovant, Inc.",Healthcare,True
1683695,IMXI,"International Money Express, Inc.",Technology,True
1740279,INAB,"IN8BIO, INC.",Healthcare,True
1862463,INAQU,Insight Acquisition Corp. /DE,,True
1862463,INAQW,Insight Acquisition Corp. /DE,,True
1562463,INBK,First Internet Bancorp,Financial Services,True
1562463,INBKZ,First Internet Bancorp,,True
1016504,INBP,INTEGRATED BIOPHARMA INC,Consumer Defensive,True
1725430,INBS,INTELLIGENT BIO SOLUTIONS INC.,Healthcare,True
2007919,INBX,"Inhibrx Biosciences, Inc.",Healthcare,True
1857030,INCR,Intercure Ltd.,Healthcare,True
879169,INCY,INCYTE CORP,Healthcare,True
776901,INDB,INDEPENDENT BANK CORP,Financial Services,True
1841925,INDI,"indie Semiconductor, Inc.",Technology,True
1757840,INDO,Indonesia Energy Corp Ltd,Energy,True
1857044,INDP,"Indaptus Therapeutics, Inc.",Healthcare,True
1625297,INDV,INDIVIOR PLC,Healthcare,True
1868778,INFA,Informatica Inc.,Technology,True
1113148,INFIQ,"INFINITY PHARMACEUTICALS, INC.",Healthcare,True
1138639,INFN,Infinera Corp,,True
1962911,INFT,Infinity Bancorp,Financial Services,True
1337013,INFU,"InfuSystem Holdings, Inc",Healthcare,True
1067491,INFY,Infosys Ltd,Technology,True
1039765,ING,ING GROEP NV,Financial Services,True
1897762,INGM,Ingram Micro Holding Corp,Technology,True
1294133,INGN,Inogen Inc,Healthcare,True
1046257,INGR,Ingredion Inc,Consumer Defensive,True
1039765,INGVF,ING GROEP NV,Financial Services,True
1961847,INHD,INNO HOLDINGS INC.,Basic Materials,True
1038277,INIS,INTERNATIONAL ISOTOPES INC,Healthcare,True
1840229,INKT,"MiNK Therapeutics, Inc.",Healthcare,True
1585380,INKW,"Greene Concepts, Inc",Consumer Defensive,True
1500123,INLB,Item 9 Labs Corp.,Healthcare,True
1991592,INLF,INLIF Ltd,Industrials,True
1081745,INLX,"INTELLINETICS, INC.",Technology,True
1728328,INM,InMed Pharmaceuticals Inc.,Healthcare,True
1711754,INMB,"Inmune Bio, Inc.",Healthcare,True
1742692,INMD,InMode Ltd.,Healthcare,True
1497645,INN,"Summit Hotel Properties, Inc.",Real Estate,True
1497645,INN-PE,"Summit Hotel Properties, Inc.",Real Estate,True
1497645,INN-PF,"Summit Hotel Properties, Inc.",Real Estate,True
1609139,INND,"INNERSCOPE HEARING TECHNOLOGIES, INC.",Healthcare,True
1098482,INNI,"Innovaro, Inc.",Financial Services,True
1834376,INNV,InnovAge Holding Corp.,Healthcare,True
1055726,INO,"INOVIO PHARMACEUTICALS, INC.",Healthcare,True
903651,INOD,INNODATA INC,Technology,True
51434,INPAP,INTERNATIONAL PAPER CO /NEW/,,True
1572565,INQD,Indoor Harvest Corp,Healthcare,True
1102942,INQR,"InnovaQor, Inc.",Healthcare,True
2029118,INR,"INFINITY NATURAL RESOURCES, INC.",Energy,True
1528985,INRE,"Inland Real Estate Income Trust, Inc.",Real Estate,True
1615063,INSE,"Inspired Entertainment, Inc.",Consumer Cyclical,True
1022652,INSG,INSEEGO CORP.,Technology,True
30125,INSI,Insight Select Income Fund,,True
1104506,INSM,INSMED Inc,Healthcare,True
1609550,INSP,"Inspire Medical Systems, Inc.",Healthcare,True
1679049,INSW,"International Seaways, Inc.",Energy,True
1565687,INTA,"Intapp, Inc.",Technology,True
50863,INTC,INTEL CORP,Technology,True
1850262,INTE,Integral Acquisition Corp 1,Financial Services,True
1850262,INTEU,Integral Acquisition Corp 1,Financial Services,True
1850262,INTEW,Integral Acquisition Corp 1,Financial Services,True
69422,INTG,INTERGROUP CORP,Consumer Cyclical,True
1042418,INTI,"Inhibitor Therapeutics, Inc.",Healthcare,True
1916416,INTJ,Intelligent Group Ltd,Industrials,True
1864163,INTR,"Inter & Co, Inc.",Financial Services,True
1567264,INTS,"INTENSITY THERAPEUTICS, INC.",Healthcare,True
1036262,INTT,INTEST CORP,Technology,True
896878,INTU,INTUIT INC.,Technology,True
1520118,INTV,"INTEGRATED VENTURES, INC.",Financial Services,True
736012,INTZ,INTRUSION INC,Technology,True
829323,INUV,"Inuvo, Inc.",Technology,True
2001557,INV,"Innventure, Inc.",Financial Services,True
1080014,INVA,"Innoviva, Inc.",Healthcare,True
1036044,INVE,"Identiv, Inc.",Industrials,True
1687229,INVH,Invitation Homes Inc.,Real Estate,True
2001557,INVLW,"Innventure, Inc.",Financial Services,True
862651,INVU,"Investview, Inc.",Technology,True
862651,INVUP,"Investview, Inc.",Technology,True
1042893,INVX,"Innovex International, Inc.",Energy,True
1835654,INVZ,Innoviz Technologies Ltd.,Consumer Cyclical,True
1835654,INVZW,Innoviz Technologies Ltd.,Consumer Cyclical,True
1693011,INZY,"Inozyme Pharma, Inc.",Healthcare,True
1865494,IOBT,"IO Biotech, Inc.",Healthcare,True
922357,IOCJY,IOCHPE-MAXION SA /FI,Consumer Cyclical,True
1580490,IONI,I-ON Digital Corp.,Technology,True
1798270,IONM,Assure Holdings Corp.,Healthcare,True
1824920,IONQ,"IonQ, Inc.",Technology,True
1824920,IONQ-WT,"IonQ, Inc.",,True
1896084,IONR,ioneer Ltd,Basic Materials,True
874015,IONS,IONIS PHARMACEUTICALS INC,Healthcare,True
949961,IOR,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,Financial Services,True
1054905,IOSP,INNOSPEC INC.,Basic Materials,True
1642896,IOT,Samsara Inc.,Technology,True
1425205,IOVA,"IOVANCE BIOTHERAPEUTICS, INC.",Healthcare,True
51434,IP,INTERNATIONAL PAPER CO /NEW/,Consumer Cyclical,True
1715925,IPA,ImmunoPrecise Antibodies Ltd.,Healthcare,True
822663,IPAR,INTERPARFUMS INC,Consumer Defensive,True
1267332,IPB,MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,,True
2012318,IPCX,Inflection Point Acquisition Corp. III,Financial Services,True
1546296,IPDN,"Professional Diversity Network, Inc.",Industrials,True
51644,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",Communication Services,True
1111928,IPGP,IPG PHOTONICS CORP,Technology,True
1598599,IPHA,Innate Pharma SA,Healthcare,True
1598599,IPHYF,Innate Pharma SA,Healthcare,True
1421461,IPI,"Intrepid Potash, Inc.",Basic Materials,True
1355250,IPIX,Innovation Pharmaceuticals Inc.,Healthcare,True
1850119,IPSC,"Century Therapeutics, Inc.",Healthcare,True
1591913,IPSI,"Innovative Payment Solutions, Inc.",Technology,True
1830072,IPW,iPower Inc.,Consumer Cyclical,True
1507957,IPWR,Ideal Power Inc.,Industrials,True
1898601,IPX,IPERIONX Ltd,Basic Materials,True
1970622,IPXX,Inflection Point Acquisition Corp. II,,True
1970622,IPXXU,Inflection Point Acquisition Corp. II,,True
1970622,IPXXW,Inflection Point Acquisition Corp. II,,True
1722608,IQ,"iQIYI, Inc.",Communication Services,True
885125,IQI,Invesco Quality Municipal Income Trust,Financial Services,True
1527702,IQST,iQSTEL Inc,Communication Services,True
1478242,IQV,IQVIA HOLDINGS INC.,Healthcare,True
1699150,IR,Ingersoll Rand Inc.,Industrials,True
1831874,IRAA,Iris Acquisition Corp,,True
1831874,IRAAU,Iris Acquisition Corp,,True
1831874,IRAAW,Iris Acquisition Corp,,True
1159167,IRBT,IROBOT CORP,Consumer Cyclical,True
1228627,IRD,"Opus Genetics, Inc.",Healthcare,True
1418819,IRDM,Iridium Communications Inc.,Communication Services,True
1878848,IREN,IREN Ltd,Financial Services,True
798359,IRET,CENTERSPACE,,True
1006045,IRIX,IRIDEX CORP,Healthcare,True
1020569,IRM,IRON MOUNTAIN INC,Real Estate,True
1325618,IRMD,IRADIMED CORP,Healthcare,True
1839133,IRME,"IR-Med, Inc.",Healthcare,True
1901203,IROH,Iron Horse Acquisitions Corp.,Financial Services,True
1901203,IROHR,Iron Horse Acquisitions Corp.,,True
1901203,IROHU,Iron Horse Acquisitions Corp.,Financial Services,True
1901203,IROHW,Iron Horse Acquisitions Corp.,Financial Services,True
1816736,IRON,"Disc Medicine, Inc.",Healthcare,True
1514743,IROQ,"IF Bancorp, Inc.",Financial Services,True
1854795,IRRX,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,Financial Services,True
